,year,case,rep,zones_controlled,onoffseed,tempseed,comforttemp,setbacktemp,cost,cumulative_emissions,comfort_violation (%),mean_comfort_violation,std_comfort_violation,building_cost,sensing_cost,control_names,retrofit_name,installation_cost,name
816,2023,10,0,4,15,42,21,15,1116.5951449460192,0.7291377398947547,60.114155251141554,2.437854697033163,4.1137650472283305,48000.0,240,Partial Control,System - ASHP+PV+Batt,48240.0,System - ASHP+PV+Batt Partial Control
817,2022,1,0,4,10,30,18,13,1179.3142704506508,2.4268582772468097,31.187214611872143,0.5257908050452831,1.8035166115187056,3800.0,240,Partial Control,Fabric - Low cost,4040.0,Fabric - Low cost Partial Control
818,2023,1,0,0,10,15,19,17,1185.2228619728317,4.1480707111141895,14.16476407914764,0.4253435234827369,1.3613404344452815,3800.0,0,Manual Control,Fabric - Low cost,3800.0,Fabric - Low cost Manual Control
819,2022,1,0,1,5,42,20,15,1551.9977869481063,3.232472632426116,29.51293759512937,0.0098165484795901,0.0447418092413321,3800.0,60,One Zone Controlled,Fabric - Low cost,3860.0,Fabric - Low cost One Zone Controlled
820,2023,14,0,0,15,42,20,17,136.2384300540736,0.09311686202973692,30.386225266362253,0.6245336158872685,1.6721926365173403,,0,Manual Control,,,
821,2023,1,0,0,5,15,20,13,1389.4738779063205,4.886876630162971,0.0,0.0,0.0,3800.0,0,Manual Control,Fabric - Low cost,3800.0,Fabric - Low cost Manual Control
822,2022,4,0,9,5,15,20,13,424.26755504203146,0.4907865478178269,32.38584474885845,1.4921475786801728,3.61795725759505,71000.0,520,Full Control,Fabric - Passivhaus,71520.0,Fabric - Passivhaus Full Control
823,2023,1,0,9,5,42,19,13,589.6740470185862,1.988946750138833,44.69178082191781,0.0490879252908721,0.1456152689190412,3800.0,520,Full Control,Fabric - Low cost,4320.0,Fabric - Low cost Full Control
824,2022,1,0,9,10,15,18,13,905.3536218505434,1.7995884351710496,39.362633181126334,0.0261283909158526,0.0847280993405621,3800.0,520,Full Control,Fabric - Low cost,4320.0,Fabric - Low cost Full Control
825,2023,0,0,0,15,10,20,13,1017.4512844690275,3.553088328487286,22.281202435312025,1.6359604164432044,4.345077949152209,0.0,0,Manual Control,Baseline,0.0,Baseline Manual Control
826,2023,4,0,4,10,30,19,15,280.7321548784506,0.5558353985614656,21.72374429223744,0.4967378340495929,1.5861496956539107,71000.0,240,Partial Control,Fabric - Passivhaus,71240.0,Fabric - Passivhaus Partial Control
827,2023,14,0,1,5,42,20,13,167.95997062902072,0.10987371888281061,23.51027397260274,0.2537398437941473,0.9115025471227924,,60,One Zone Controlled,,,
828,2022,3,0,1,15,30,21,15,601.2583933086709,0.8586835562571139,43.409436834094365,1.1523974192592172,2.663898782262538,51000.0,60,One Zone Controlled,Fabric - Deep,51060.0,Fabric - Deep One Zone Controlled
829,2023,0,0,4,5,10,19,17,1086.7881800677935,3.744101951063033,14.26179604261796,0.0004229572832858,0.0026437584947437,0.0,240,Partial Control,Baseline,240.0,Baseline Partial Control
830,2022,10,0,4,5,42,20,17,1935.030111095445,0.9658911392611291,40.218797564687975,0.0026551089423007,0.0094382927677526,48000.0,240,Partial Control,System - ASHP+PV+Batt,48240.0,System - ASHP+PV+Batt Partial Control
831,2022,10,0,4,15,10,21,15,1718.2273280686059,0.8599737149810787,43.70243531202435,1.5484610763229625,3.6876357159163966,48000.0,240,Partial Control,System - ASHP+PV+Batt,48240.0,System - ASHP+PV+Batt Partial Control
832,2023,0,0,0,10,10,20,17,1141.6830295936252,3.961072782258876,18.687214611872147,0.9420347076430836,2.5548960877221902,0.0,0,Manual Control,Baseline,0.0,Baseline Manual Control
833,2023,3,0,9,10,30,21,15,331.4945938846743,0.7331638989744667,33.61491628614916,1.030915865267307,2.609579439514065,51000.0,520,Full Control,Fabric - Deep,51520.0,Fabric - Deep Full Control
834,2023,1,0,0,15,42,20,15,813.4130519832662,2.7802954954777177,34.51674277016743,2.126519057381801,4.8949864742171565,3800.0,0,Manual Control,Fabric - Low cost,3800.0,Fabric - Low cost Manual Control
835,2023,1,0,4,10,10,18,17,928.7156728771878,3.1821004426526605,24.00875190258752,0.1581890349838253,0.5163440794586739,3800.0,240,Partial Control,Fabric - Low cost,4040.0,Fabric - Low cost Partial Control
836,2023,10,0,9,15,42,21,15,1120.1388126650324,0.7182259914441061,52.30403348554034,0.0448517059304992,0.1119291088023857,48000.0,520,Full Control,System - ASHP+PV+Batt,48520.0,System - ASHP+PV+Batt Full Control
837,2022,4,0,1,10,15,20,15,573.9545112369549,0.840973017979355,16.51826484018265,0.4918653309826661,1.897858625927012,71000.0,60,One Zone Controlled,Fabric - Passivhaus,71060.0,Fabric - Passivhaus One Zone Controlled
838,2023,3,0,9,5,15,18,15,266.9310898788762,0.4959109510814837,18.059360730593607,0.181359794767545,0.6784661718437567,51000.0,520,Full Control,Fabric - Deep,51520.0,Fabric - Deep Full Control
839,2023,10,0,0,5,10,19,15,1846.6227660827121,1.180431990394111,0.0,0.0,0.0,48000.0,0,Manual Control,System - ASHP+PV+Batt,48000.0,System - ASHP+PV+Batt Manual Control
840,2022,1,0,1,5,30,20,15,1726.2714727127675,3.6189480565413548,5.829528158295282,0.0068587874103199,0.0395609114707147,3800.0,60,One Zone Controlled,Fabric - Low cost,3860.0,Fabric - Low cost One Zone Controlled
841,2023,5,0,0,15,10,19,15,1886.0804683525537,1.2591848974314266,18.401826484018265,0.955165564915092,2.813681276242824,28000.0,0,Manual Control,System - ASHP,28000.0,System - ASHP Manual Control
842,2023,5,0,9,5,15,19,13,1289.4255513720072,0.8245578272530798,42.49429223744292,0.0222838646532629,0.0695888203651055,28000.0,520,Full Control,System - ASHP,28520.0,System - ASHP Full Control
843,2022,14,0,9,5,30,20,17,199.1112435372775,0.09985944010609911,29.70890410958904,0.7710256986611328,1.741347757590079,,520,Full Control,,,
844,2023,14,0,1,5,10,21,17,241.93665730125997,0.15317351783942965,11.539193302891931,0.1540287324956663,0.69787603080577,,60,One Zone Controlled,,,
845,2023,14,0,1,15,15,20,13,133.21945664554644,0.08643281061252356,17.014840182648403,0.5511298679688601,1.972127877957672,,60,One Zone Controlled,,,
846,2023,5,0,0,15,42,18,15,1667.6307951439346,1.1051374016721123,18.85844748858448,0.892122547921931,2.492165639810477,28000.0,0,Manual Control,System - ASHP,28000.0,System - ASHP Manual Control
847,2023,1,0,9,10,30,18,15,635.5197714552111,2.1163020492675813,34.756468797564686,0.0047870031018197,0.0184858801730078,3800.0,520,Full Control,Fabric - Low cost,4320.0,Fabric - Low cost Full Control
848,2022,10,0,0,15,30,21,17,2115.0204949206973,1.0772736985897187,36.30707762557078,2.129254008503631,4.612952372954021,48000.0,0,Manual Control,System - ASHP+PV+Batt,48000.0,System - ASHP+PV+Batt Manual Control
849,2023,4,0,4,10,15,21,13,310.8384125489433,0.6799442721581008,32.69216133942162,1.4848459403813588,3.672665391808674,71000.0,240,Partial Control,Fabric - Passivhaus,71240.0,Fabric - Passivhaus Partial Control
850,2023,14,0,1,15,10,19,13,124.65497140958004,0.08191354032098237,11.326103500761036,0.2841376571356878,1.2761516955022816,,60,One Zone Controlled,,,
851,2022,3,0,9,15,10,20,17,554.1511128758489,0.7329279404935543,26.881659056316597,0.3911137134562522,1.073637283213825,51000.0,520,Full Control,Fabric - Deep,51520.0,Fabric - Deep Full Control
852,2022,3,0,0,10,15,20,15,765.344621689805,1.2333970172185815,5.905631659056317,0.1280590610631225,0.9299069744428076,51000.0,0,Manual Control,Fabric - Deep,51000.0,Fabric - Deep Manual Control
853,2022,5,0,0,15,15,19,17,3167.441403311578,1.6308214415502909,15.76103500761035,0.5256128004495033,1.624791706494206,28000.0,0,Manual Control,System - ASHP,28000.0,System - ASHP Manual Control
854,2022,1,0,1,10,42,19,15,1343.373122472413,2.7668147106047933,22.92047184170472,1.0557130616032642,2.915781900065532,3800.0,60,One Zone Controlled,Fabric - Low cost,3860.0,Fabric - Low cost One Zone Controlled
855,2022,10,0,0,15,30,19,13,1763.1694525047683,0.907040587747707,20.88089802130898,1.2968743237263256,3.690175112118398,48000.0,0,Manual Control,System - ASHP+PV+Batt,48000.0,System - ASHP+PV+Batt Manual Control
856,2023,1,0,9,15,42,19,13,589.6740470185862,1.988946750138833,44.69178082191781,0.0490879252908721,0.1456152689190412,3800.0,520,Full Control,Fabric - Low cost,4320.0,Fabric - Low cost Full Control
857,2022,0,0,1,10,30,21,15,1547.3529610664962,3.216159003467189,42.71499238964992,1.851173762275108,4.611683511192976,0.0,60,One Zone Controlled,Baseline,60.0,Baseline One Zone Controlled
858,2023,3,0,4,15,10,20,17,368.46950471607886,0.8536027690401383,22.53614916286149,0.3538483167027628,1.1651100076203582,51000.0,240,Partial Control,Fabric - Deep,51240.0,Fabric - Deep Partial Control
859,2023,1,0,9,10,30,21,17,903.5862004195255,3.090935807848471,51.52016742770168,0.0374578526297002,0.0887261942349276,3800.0,520,Full Control,Fabric - Low cost,4320.0,Fabric - Low cost Full Control
860,2022,14,0,4,5,42,20,17,231.9620002175525,0.11447523548112896,25.787671232876715,0.4456303432852223,1.214743184025298,,240,Partial Control,,,
861,2023,14,0,9,10,15,20,13,67.09397947439489,0.043286289588974694,32.57039573820396,1.3891873960822223,3.375058556684204,,520,Full Control,,,
862,2023,5,0,0,10,30,18,15,2056.7847618731885,1.2786142878626814,14.511035007610351,0.5425389963150618,1.783594786649518,28000.0,0,Manual Control,System - ASHP,28000.0,System - ASHP Manual Control
863,2022,1,0,1,10,30,20,17,1606.788666711204,3.3307095576264603,23.69672754946728,1.012431646928028,2.5938088992417643,3800.0,60,One Zone Controlled,Fabric - Low cost,3860.0,Fabric - Low cost One Zone Controlled
864,2022,3,0,1,15,42,18,13,539.2691954644179,0.7147069539178417,7.671232876712329,0.1437143850659463,0.9727051353765068,51000.0,60,One Zone Controlled,Fabric - Deep,51060.0,Fabric - Deep One Zone Controlled
865,2023,10,0,1,10,10,21,17,1646.262745089968,1.053559704056382,28.350456621004565,1.382613255730072,3.4455339355052685,48000.0,60,One Zone Controlled,System - ASHP+PV+Batt,48060.0,System - ASHP+PV+Batt One Zone Controlled
866,2022,4,0,4,15,15,18,15,474.5324450454986,0.6088346877951917,14.178082191780822,0.2417128499639855,1.0026083931317522,71000.0,240,Partial Control,Fabric - Passivhaus,71240.0,Fabric - Passivhaus Partial Control
867,2023,1,0,4,5,15,21,13,1052.0405951950984,3.683595066855176,31.746575342465757,0.0582583840417149,0.2124105315813543,3800.0,240,Partial Control,Fabric - Low cost,4040.0,Fabric - Low cost Partial Control
868,2023,14,0,9,5,30,20,13,67.09397947439489,0.043286289588974694,32.57039573820396,1.3891873960822223,3.375058556684204,,520,Full Control,,,
869,2023,14,0,4,5,10,18,13,133.94774103866285,0.08630075688844296,6.594368340943683,0.0964466893300954,0.5553080275654332,,240,Partial Control,,,
870,2023,10,0,9,5,10,21,15,1120.1388126650324,0.7182259914441061,52.30403348554034,0.0448517059304992,0.1119291088023857,48000.0,520,Full Control,System - ASHP+PV+Batt,48520.0,System - ASHP+PV+Batt Full Control
871,2023,2,0,9,5,30,18,13,446.75537396210564,1.4916236346740566,39.20471841704718,0.0381505428062502,0.1317264602006323,16000.0,520,Full Control,Fabric - Shallow,16520.0,Fabric - Shallow Full Control
872,2022,10,0,9,10,15,18,13,1048.4944268987142,0.5084490039566794,37.990867579908674,0.0111894291075849,0.0399372192491819,48000.0,520,Full Control,System - ASHP+PV+Batt,48520.0,System - ASHP+PV+Batt Full Control
873,2023,1,0,9,5,42,18,15,635.5197714552111,2.1163020492675813,34.756468797564686,0.0047870031018197,0.0184858801730078,3800.0,520,Full Control,Fabric - Low cost,4320.0,Fabric - Low cost Full Control
874,2022,5,0,4,5,10,19,13,2745.887434464447,1.3815173788106878,22.5,0.0107609839371201,0.0469874836672873,28000.0,240,Partial Control,System - ASHP,28240.0,System - ASHP Partial Control
875,2022,4,0,9,5,15,18,17,448.9933357146688,0.4988428447858418,11.61910197869102,0.0803938658504846,0.3780230983095071,71000.0,520,Full Control,Fabric - Passivhaus,71520.0,Fabric - Passivhaus Full Control
876,2022,4,0,1,5,15,21,13,683.4666344774809,1.0701952661618221,9.115296803652967,0.1879999504369263,1.1651806516166157,71000.0,60,One Zone Controlled,Fabric - Passivhaus,71060.0,Fabric - Passivhaus One Zone Controlled
877,2023,10,0,4,10,30,19,15,1207.1149749838958,0.7780383679623986,33.44178082191781,0.6875470880211872,2.0165420256573725,48000.0,240,Partial Control,System - ASHP+PV+Batt,48240.0,System - ASHP+PV+Batt Partial Control
878,2023,4,0,4,5,30,19,13,305.6844292797942,0.640819136565656,15.17123287671233,0.2559431410043422,1.0645780159263885,71000.0,240,Partial Control,Fabric - Passivhaus,71240.0,Fabric - Passivhaus Partial Control
879,2022,10,0,1,5,42,21,13,1922.1261723161049,0.9524148379598991,59.21613394216134,1.419637766988586,1.5953552473709385,48000.0,60,One Zone Controlled,System - ASHP+PV+Batt,48060.0,System - ASHP+PV+Batt One Zone Controlled
880,2023,3,0,4,10,10,19,15,351.1955899134916,0.7983420468909086,15.146499238964992,0.2019630876266247,0.8546424726511306,51000.0,240,Partial Control,Fabric - Deep,51240.0,Fabric - Deep Partial Control
881,2023,2,0,0,5,15,19,13,1159.8028049080121,4.078681616433491,0.0,0.0,0.0,16000.0,0,Manual Control,Fabric - Shallow,16000.0,Fabric - Shallow Manual Control
882,2022,14,0,4,10,42,18,13,142.66173426260835,0.07123722207890236,13.807077625570775,0.2769580762911121,1.2672174669090623,,240,Partial Control,,,
883,2022,14,0,9,5,10,18,17,178.81246131723478,0.09115751605196576,9.7279299847793,0.0588385205942994,0.3181892544988311,,520,Full Control,,,
884,2022,0,0,1,10,10,21,15,1692.5975107547283,3.5379923799538036,26.76179604261796,1.6394571867754295,4.2675244388962215,0.0,60,One Zone Controlled,Baseline,60.0,Baseline One Zone Controlled
885,2023,3,0,4,5,10,18,17,388.6941580382988,0.9197216633451276,6.66476407914764,0.0126633367212457,0.0738796518566862,51000.0,240,Partial Control,Fabric - Deep,51240.0,Fabric - Deep Partial Control
886,2022,2,0,0,5,15,20,13,1915.729186711949,4.044464234028569,0.0019025875190258,1.7493815532183777e-05,0.004010588364532,16000.0,0,Manual Control,Fabric - Shallow,16000.0,Fabric - Shallow Manual Control
887,2022,10,0,0,15,10,19,17,2233.59872044419,1.1392867542236957,18.418949771689498,0.6647610827116942,1.854984081048199,48000.0,0,Manual Control,System - ASHP+PV+Batt,48000.0,System - ASHP+PV+Batt Manual Control
888,2023,3,0,9,15,30,18,13,256.7925378149179,0.46611053217882964,18.50076103500761,0.2892578133572543,1.1206098524057522,51000.0,520,Full Control,Fabric - Deep,51520.0,Fabric - Deep Full Control
889,2023,2,0,9,10,10,20,15,601.5679070709178,2.045519701025448,49.20281582952816,0.0780713052636206,0.229034200949062,16000.0,520,Full Control,Fabric - Shallow,16520.0,Fabric - Shallow Full Control
890,2022,10,0,9,5,30,18,13,1048.4944268987142,0.5084490039566794,37.990867579908674,0.0111894291075849,0.0399372192491819,48000.0,520,Full Control,System - ASHP+PV+Batt,48520.0,System - ASHP+PV+Batt Full Control
891,2022,10,0,9,10,10,18,17,1492.9419774641472,0.755047330368769,35.648782343987826,0.0015049767487132,0.0046052971969101,48000.0,520,Full Control,System - ASHP+PV+Batt,48520.0,System - ASHP+PV+Batt Full Control
892,2023,0,0,0,10,15,21,15,1198.1733233640305,4.204398856877406,20.643074581430746,1.4297989828604043,3.9225852795678855,0.0,0,Manual Control,Baseline,0.0,Baseline Manual Control
893,2022,10,0,4,5,15,20,17,2341.9011096328045,1.1675355550705657,19.3968797564688,0.0016239009844863,0.0077669636979125,48000.0,240,Partial Control,System - ASHP+PV+Batt,48240.0,System - ASHP+PV+Batt Partial Control
894,2022,5,0,1,10,10,19,15,2914.4586614611803,1.4819542889409048,19.11910197869102,0.7464956008295728,2.364816286163213,28000.0,60,One Zone Controlled,System - ASHP,28060.0,System - ASHP One Zone Controlled
895,2023,0,0,4,5,42,19,15,870.3146570324473,2.96193615098081,22.75304414003044,0.0068011219344703,0.0257700027731134,0.0,240,Partial Control,Baseline,240.0,Baseline Partial Control
896,2023,2,0,0,15,15,20,13,923.5112673100842,3.2509102956905322,18.36567732115677,0.8972182206941455,2.842334426337479,16000.0,0,Manual Control,Fabric - Shallow,16000.0,Fabric - Shallow Manual Control
897,2022,5,0,9,5,10,19,13,1817.9174971891107,0.9146441741038585,41.16628614916287,0.0237194713861633,0.0748505841087085,28000.0,520,Full Control,System - ASHP,28520.0,System - ASHP Full Control
898,2022,14,0,1,5,10,18,13,313.9283938709609,0.15245740252216405,1.0768645357686453,0.0183547438681404,0.2547883416877719,,60,One Zone Controlled,,,
899,2022,10,0,4,15,15,20,13,1621.335265982371,0.8172412662273769,37.77016742770167,1.038115707811629,2.929935747441144,48000.0,240,Partial Control,System - ASHP+PV+Batt,48240.0,System - ASHP+PV+Batt Partial Control
900,2022,3,0,0,15,15,21,15,740.1691486855344,1.1834256792851952,14.431126331811264,0.4058528046775367,1.808711209737748,51000.0,0,Manual Control,Fabric - Deep,51000.0,Fabric - Deep Manual Control
901,2022,3,0,9,10,15,20,17,554.1511128758489,0.7329279404935543,26.881659056316597,0.3911137134562522,1.073637283213825,51000.0,520,Full Control,Fabric - Deep,51520.0,Fabric - Deep Full Control
902,2022,4,0,9,5,10,21,15,456.19670457569134,0.5642675393664431,37.55707762557078,2.008625286745115,4.189087159551161,71000.0,520,Full Control,Fabric - Passivhaus,71520.0,Fabric - Passivhaus Full Control
903,2023,3,0,1,15,30,18,17,366.27175023983597,0.8397754127110731,3.725266362252664,0.0390053109352984,0.292315054755439,51000.0,60,One Zone Controlled,Fabric - Deep,51060.0,Fabric - Deep One Zone Controlled
904,2022,4,0,1,10,15,19,13,564.484035442855,0.8256140227586276,10.039954337899545,0.2818373954190174,1.518523703880386,71000.0,60,One Zone Controlled,Fabric - Passivhaus,71060.0,Fabric - Passivhaus One Zone Controlled
905,2022,3,0,0,15,10,20,13,677.6910727235573,1.0358189339684376,11.173896499238966,0.2610295876643816,1.4050614676543962,51000.0,0,Manual Control,Fabric - Deep,51000.0,Fabric - Deep Manual Control
906,2023,14,0,9,15,15,19,13,58.82999999056522,0.03932690911757183,28.6396499238965,0.9094391282678456,2.490976340136479,,520,Full Control,,,
907,2023,0,0,1,15,15,19,17,1149.907548139124,4.000456582115228,17.981354642313548,0.6090265224261716,1.7121559764982757,0.0,60,One Zone Controlled,Baseline,60.0,Baseline One Zone Controlled
908,2023,5,0,0,5,42,21,13,1916.5064896762196,1.2520797332864446,61.65144596651446,1.5457140473187927,1.6664883179528025,28000.0,0,Manual Control,System - ASHP,28000.0,System - ASHP Manual Control
909,2023,10,0,9,15,42,21,13,1001.8342684734439,0.6345954526929157,52.4638508371385,0.0732332875247558,0.2182546936334487,48000.0,520,Full Control,System - ASHP+PV+Batt,48520.0,System - ASHP+PV+Batt Full Control
910,2023,14,0,1,10,15,20,17,178.4232550318473,0.11473295480287662,13.964992389649924,0.3163596361607335,1.1917822909162024,,60,One Zone Controlled,,,
